loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,cred_hist_years,application_type,loan_status
35000,36 months,17.14,1250.29,D,D2,2 years,MORTGAGE,65800.0,Source Verified,credit_card,18.02,0,765,769,1,14,0,3700.0,33.4,22,3,0,18.7,Individual,0
10000,36 months,27.01,408.31,F,F3,10+ years,RENT,66700.0,Not Verified,debt_consolidation,31.19,0,680,684,1,8,0,4500.0,62.0,24,0,0,25.1,Individual,1
20000,60 months,27.57,617.54,F,F4,1 year,RENT,72000.0,Not Verified,debt_consolidation,28.48,0,695,699,0,10,0,6200.0,47.0,22,0,0,17.2,Individual,1
20000,60 months,27.65,618.5,F,F4,10+ years,RENT,83900.0,Verified,debt_consolidation,16.22,1,675,679,3,11,1,7100.0,52.0,22,0,1,16.8,Individual,1
10000,36 months,22.59,384.96,E,E3,2 years,MORTGAGE,44300.0,Verified,debt_consolidation,19.75,0,700,704,0,11,0,1400.0,45.9,29,3,0,16.3,Individual,0
20000,36 months,30.59,855.51,G,G5,1 year,RENT,27700.0,Verified,debt_consolidation,31.93,1,630,634,0,9,0,3500.0,49.4,19,0,0,8.5,Individual,1
12000,60 months,27.19,367.79,F,F4,10+ years,MORTGAGE,52000.0,Verified,debt_consolidation,8.77,2,665,669,1,10,0,2300.0,89.4,22,4,0,16.4,Individual,1
15000,36 months,19.92,556.84,D,D5,7 years,MORTGAGE,38500.0,Not Verified,debt_consolidation,16.88,0,735,739,5,11,0,2100.0,61.2,18,4,0,17.5,Individual,0
15000,36 months,23.87,587.47,E,E4,3 years,MORTGAGE,60300.0,Not Verified,debt_consolidation,20.28,0,705,709,1,11,0,5800.0,59.3,29,4,0,14.6,Individual,0
15000,36 months,23.92,587.86,E,E4,10+ years,MORTGAGE,54900.0,Source Verified,debt_consolidation,19.53,3,685,689,1,10,0,3700.0,32.6,22,2,0,13.9,Individual,1
7500,36 months,28.01,310.27,F,F5,6 years,MORTGAGE,41000.0,Not Verified,debt_consolidation,22.84,0,655,659,2,8,0,4800.0,76.0,21,5,0,11.9,Individual,0
25000,36 months,29.09,1048.87,G,G2,3 years,RENT,64400.0,Verified,debt_consolidation,19.34,0,630,634,2,9,0,4200.0,40.9,19,0,0,31.6,Individual,1
10000,36 months,26.35,404.77,F,F2,10+ years,RENT,109500.0,Verified,debt_consolidation,23.1,0,680,684,0,11,0,7300.0,28.9,25,0,0,12.6,Individual,0
10000,36 months,23.53,389.87,E,E4,3 years,MORTGAGE,115900.0,Source Verified,debt_consolidation,21.53,0,695,699,0,14,0,5400.0,27.0,28,2,0,8.8,Individual,0
5000,36 months,26.42,202.57,F,F3,3 years,MORTGAGE,57800.0,Not Verified,credit_card,43.28,1,695,699,2,9,1,5200.0,27.7,22,2,0,27.3,Individual,1
15000,60 months,26.24,451.24,F,F2,10+ years,MORTGAGE,95700.0,Verified,debt_consolidation,25.3,0,720,724,0,5,0,6200.0,34.0,16,6,0,19.0,Individual,0
20000,36 months,25.31,798.48,F,F1,10+ years,RENT,22100.0,Source Verified,credit_card,20.12,0,675,679,2,10,0,1600.0,34.4,22,0,0,17.2,Individual,0
5000,60 months,30.99,164.82,G,G5,3 years,OWN,41400.0,Source Verified,debt_consolidation,19.77,0,635,639,1,10,2,700.0,27.4,24,0,2,14.8,Individual,1
15000,36 months,23.78,586.76,E,E4,1 year,RENT,18000.0,Not Verified,debt_consolidation,20.92,0,695,699,0,13,2,900.0,32.7,27,0,2,20.1,Individual,0
10000,60 months,29.68,321.57,G,G3,7 years,RENT,30400.0,Not Verified,credit_card,15.25,1,655,659,3,10,0,1600.0,32.2,23,0,0,15.6,Individual,1
20000,36 months,26.5,811.15,F,F3,8 years,OTHER,75100.0,Not Verified,debt_consolidation,35.17,0,675,679,0,7,1,9300.0,34.1,15,0,0,27.5,Individual,1
7500,36 months,20.62,281.1,E,E1,10+ years,MORTGAGE,46400.0,Verified,debt_consolidation,9.14,0,710,714,0,11,0,1300.0,38.5,23,7,0,10.6,Individual,0
20000,36 months,21.33,756.89,E,E1,4 years,RENT,26900.0,Source Verified,small_business,6.56,0,705,709,0,14,1,500.0,34.8,20,0,0,7.9,Individual,0
12000,36 months,26.72,488.1,F,F3,2 years,RENT,75500.0,Not Verified,debt_consolidation,26.62,0,675,679,4,11,0,11100.0,54.0,29,0,0,15.5,Individual,1
30000,36 months,21.89,1144.01,E,E2,10+ years,MORTGAGE,44700.0,Source Verified,debt_consolidation,25.95,0,720,724,0,11,0,2400.0,61.8,29,6,0,22.9,Individual,0
7500,36 months,18.39,272.61,D,D3,2 years,RENT,119900.0,Source Verified,debt_consolidation,23.96,0,760,764,0,12,1,11100.0,86.2,21,0,0,10.4,Individual,0
12000,36 months,21.54,455.43,E,E2,10+ years,MORTGAGE,18000.0,Verified,debt_consolidation,22.31,0,725,729,3,12,0,3200.0,75.7,27,2,0,15.3,Individual,1
7500,60 months,25.55,222.56,F,F1,1 year,MORTGAGE,88600.0,Source Verified,debt_consolidation,11.08,0,695,699,1,9,0,4000.0,78.4,23,2,0,14.9,Individual,0
30000,60 months,21.59,821.59,E,E2,10+ years,RENT,247500.0,Verified,credit_card,24.43,0,770,774,0,18,0,19000.0,70.6,31,0,0,24.7,Individual,0
25000,36 months,15.09,867.74,C,C4,6 years,OWN,234600.0,Verified,credit_card,13.17,0,780,784,0,14,0,5000.0,36.8,26,0,0,8.5,Individual,0
10000,36 months,23.96,392.12,E,E4,2 years,MORTGAGE,90300.0,Not Verified,other,11.5,1,685,689,0,13,1,3000.0,41.1,30,5,0,12.0,Individual,0
20000,36 months,26.91,815.54,F,F3,10+ years,OWN,114900.0,Not Verified,debt_consolidation,24.82,0,665,669,0,16,0,2600.0,15.0,25,1,0,14.8,Individual,0
25000,36 months,17.48,897.3,D,D2,10+ years,RENT,53000.0,Verified,other,16.86,1,760,764,2,14,1,3600.0,41.6,25,0,1,11.9,Individual,1
15000,36 months,19.3,552.12,D,D4,7 years,MORTGAGE,46400.0,Source Verified,home_improvement,27.98,0,770,774,1,13,0,8900.0,79.8,26,3,0,5.2,Individual,0
15000,60 months,27.7,464.33,F,F4,10+ years,RENT,55400.0,Verified,debt_consolidation,23.42,0,685,689,1,9,0,5400.0,34.6,19,1,0,12.5,Individual,1
10000,60 months,30.18,324.64,G,G4,10+ years,RENT,38400.0,Source Verified,debt_consolidation,14.66,1,645,649,0,7,0,2300.0,62.1,15,0,0,15.6,Individual,1
7500,60 months,27.32,230.45,F,F4,4 years,MORTGAGE,18000.0,Verified,credit_card,21.46,0,685,689,0,13,0,1000.0,37.4,21,3,0,3.0,Individual,1
30000,60 months,20.15,797.32,D,D5,10+ years,RENT,52000.0,Verified,debt_consolidation,21.06,0,775,779,0,7,0,4000.0,46.5,19,0,0,19.9,Individual,0
30000,36 months,28.04,1241.56,F,F5,2 years,MORTGAGE,46500.0,Source Verified,major_purchase,13.99,0,645,649,0,14,1,900.0,18.6,38,2,0,23.6,Individual,1
15000,36 months,26.36,607.24,F,F2,5 years,RENT,32400.0,Not Verified,credit_card,29.77,0,675,679,0,7,0,500.0,0.0,23,0,0,22.2,Individual,0
10000,36 months,22.53,384.65,E,E3,10+ years,RENT,40000.0,Not Verified,debt_consolidation,9.02,1,680,684,1,8,0,500.0,21.2,24,0,0,6.5,Individual,0
12000,60 months,29.99,388.17,G,G3,10+ years,MORTGAGE,73300.0,Verified,credit_card,29.37,3,675,679,1,12,2,9200.0,82.0,22,3,2,16.5,Individual,1
20000,60 months,27.74,619.58,F,F4,5 years,MORTGAGE,170400.0,Not Verified,debt_consolidation,12.6,0,670,674,0,8,0,7000.0,41.7,19,1,0,19.2,Individual,0
30000,36 months,17.81,1081.71,D,D3,2 years,MORTGAGE,68200.0,Verified,debt_consolidation,21.03,1,765,769,1,11,0,3800.0,70.7,27,5,0,23.8,Individual,0
30000,60 months,21.14,813.97,E,E1,2 years,MORTGAGE,58900.0,Verified,debt_consolidation,34.42,0,785,789,1,7,0,9000.0,99.1,19,4,0,24.5,Individual,1
20000,60 months,27.95,622.11,F,F5,3 years,RENT,58800.0,Source Verified,debt_consolidation,25.99,0,695,699,0,11,0,10800.0,70.8,26,0,0,25.9,Individual,1
20000,36 months,23.36,777.95,E,E4,10+ years,MORTGAGE,68800.0,Not Verified,home_improvement,25.97,0,720,724,1,9,0,1900.0,22.6,24,4,0,11.4,Individual,0
7500,36 months,22.87,289.81,E,E3,1 year,RENT,50300.0,Source Verified,debt_consolidation,19.64,1,705,709,2,13,0,4100.0,45.4,19,0,0,22.8,Individual,0
7500,60 months,25.39,221.85,F,F1,1 year,RENT,60300.0,Source Verified,credit_card,26.08,0,730,734,2,8,0,7500.0,59.6,23,0,0,28.8,Individual,1
30000,60 months,26.51,907.29,F,F3,10+ years,MORTGAGE,36000.0,Not Verified,small_business,20.6,0,715,719,0,10,2,2000.0,46.5,22,4,2,23.6,Individual,1
15000,36 months,20.54,561.59,E,E1,3 years,MORTGAGE,65800.0,Verified,debt_consolidation,17.77,0,730,734,1,8,0,2900.0,43.1,17,5,0,18.8,Individual,0
5000,60 months,25.43,148.02,F,F1,1 year,OWN,101700.0,Source Verified,credit_card,21.2,0,715,719,0,7,1,10800.0,60.4,23,0,0,10.2,Individual,1
7500,36 months,25.11,298.64,F,F1,10+ years,RENT,40400.0,Not Verified,debt_consolidation,24.58,0,685,689,3,10,0,6600.0,71.9,22,0,0,29.9,Individual,0
20000,36 months,16.56,708.68,D,D1,2 years,MORTGAGE,18800.0,Verified,major_purchase,7.0,0,755,759,0,12,0,500.0,47.7,27,4,0,7.5,Individual,0
5000,36 months,22.25,191.6,E,E2,2 years,MORTGAGE,59900.0,Verified,credit_card,22.29,0,710,714,1,12,0,4200.0,48.2,29,5,0,21.6,Individual,0
7500,36 months,20.93,282.29,E,E1,10+ years,OWN,46400.0,Verified,debt_consolidation,25.49,2,740,744,1,6,0,1900.0,21.8,15,0,0,12.0,Individual,0
15000,60 months,19.66,394.58,D,D5,10+ years,MORTGAGE,59300.0,Verified,debt_consolidation,12.41,0,760,764,1,16,0,2500.0,39.9,27,4,0,16.6,Individual,0
20000,36 months,20.68,750.22,E,E1,6 years,RENT,39100.0,Verified,other,17.97,0,720,724,0,10,0,500.0,16.0,22,0,0,7.5,Individual,0
20000,36 months,20.94,752.89,E,E1,10+ years,MORTGAGE,66500.0,Verified,home_improvement,28.89,0,755,759,0,5,0,8100.0,57.6,24,3,0,11.4,Individual,0
10000,36 months,18.96,366.36,D,D4,10+ years,MORTGAGE,37100.0,Not Verified,other,25.81,0,760,764,0,14,0,800.0,25.1,26,4,0,18.4,Individual,0
20000,36 months,23.17,775.97,E,E3,9 years,RENT,176000.0,Not Verified,debt_consolidation,15.58,0,695,699,0,11,0,19200.0,76.6,20,0,0,10.4,Individual,0
10000,60 months,27.91,310.82,F,F5,2 years,OWN,45700.0,Source Verified,debt_consolidation,9.9,0,680,684,1,12,0,3300.0,85.8,29,0,0,16.6,Individual,0
10000,36 months,17.52,359.12,D,D2,10+ years,OWN,18000.0,Source Verified,credit_card,8.13,0,735,739,1,17,1,500.0,43.9,35,0,1,10.7,Individual,0
20000,36 months,24.37,788.55,E,E5,6 years,MORTGAGE,70100.0,Source Verified,debt_consolidation,23.94,0,690,694,1,12,0,4700.0,53.4,26,5,0,27.0,Individual,0
20000,36 months,27.58,822.74,F,F4,3 years,MORTGAGE,43900.0,Verified,debt_consolidation,17.99,1,645,649,1,14,1,500.0,0.0,25,5,1,11.7,Individual,1
25000,36 months,22.98,967.48,E,E3,10+ years,MORTGAGE,54000.0,Source Verified,debt_consolidation,6.41,0,680,684,1,14,0,1400.0,81.2,27,4,0,17.3,Individual,0
20000,60 months,28.62,630.22,G,G1,2 years,MORTGAGE,36100.0,Verified,debt_consolidation,21.55,0,690,694,1,8,2,5400.0,71.1,16,2,2,15.3,Individual,1
15000,60 months,26.2,450.88,F,F2,< 1 year,RENT,80400.0,Not Verified,debt_consolidation,10.32,1,685,689,0,10,0,3200.0,66.1,26,1,0,25.1,Individual,1
7500,36 months,20.37,280.14,D,D5,10+ years,OWN,44300.0,Source Verified,credit_card,8.75,0,725,729,2,17,0,500.0,15.3,29,0,0,13.1,Individual,0
12000,36 months,21.87,457.48,E,E2,1 year,MORTGAGE,103000.0,Source Verified,major_purchase,15.37,1,695,699,2,15,0,6400.0,82.8,24,2,0,14.9,Individual,0
10000,36 months,20.5,374.19,E,E1,3 years,MORTGAGE,137900.0,Source Verified,other,8.16,0,720,724,0,10,0,1300.0,36.6,19,4,0,25.3,Individual,0
10000,60 months,30.99,329.64,G,G5,2 years,MORTGAGE,51400.0,Verified,credit_card,29.52,0,645,649,0,13,0,2900.0,21.1,25,3,0,18.0,Individual,1
35000,36 months,25.86,1407.56,F,F2,9 years,MORTGAGE,20200.0,Verified,credit_card,13.15,0,650,654,2,17,1,2100.0,91.5,32,5,1,10.7,Individual,1
12000,36 months,24.12,471.55,E,E5,10+ years,RENT,75800.0,Source Verified,credit_card,16.43,0,695,699,0,14,0,500.0,0.0,22,0,0,18.9,Individual,0
30000,36 months,22.62,1155.36,E,E3,10+ years,MORTGAGE,22000.0,Verified,home_improvement,18.64,0,695,699,0,13,0,1300.0,27.1,17,4,0,8.3,Individual,0
15000,60 months,27.4,461.62,F,F4,< 1 year,MORTGAGE,45900.0,Verified,debt_consolidation,22.83,0,685,689,1,11,0,8900.0,83.5,21,5,0,12.0,Individual,1
25000,36 months,20.52,935.73,E,E1,10+ years,MORTGAGE,99100.0,Not Verified,debt_consolidation,14.96,0,710,714,0,11,0,4600.0,81.7,25,4,0,19.3,Individual,0
15000,36 months,19.09,550.52,D,D4,4 years,RENT,63000.0,Source Verified,debt_consolidation,18.31,0,745,749,3,11,0,3000.0,66.7,28,1,0,4.9,Individual,0
15000,36 months,17.2,536.29,D,D2,3 years,MORTGAGE,28600.0,Verified,debt_consolidation,13.08,0,750,754,1,10,0,2100.0,47.9,23,1,0,13.0,Individual,0
15000,36 months,23.49,584.48,E,E4,< 1 year,RENT,40500.0,Source Verified,small_business,15.72,2,690,694,2,7,0,3200.0,50.6,20,0,0,13.0,Individual,1
10000,60 months,30.57,327.04,G,G5,5 years,RENT,44200.0,Verified,other,23.78,0,655,659,0,11,0,5000.0,51.0,20,0,0,27.1,Individual,1
20000,36 months,26.42,810.29,F,F3,6 years,MORTGAGE,38800.0,Not Verified,debt_consolidation,22.5,0,665,669,0,11,0,3700.0,48.8,27,5,0,12.9,Individual,1
10000,60 months,23.53,284.96,E,E4,3 years,MORTGAGE,76500.0,Source Verified,debt_consolidation,21.81,2,735,739,0,17,0,11500.0,63.8,27,5,0,8.0,Individual,1
5000,60 months,29.84,161.28,G,G3,10+ years,RENT,62500.0,Source Verified,debt_consolidation,24.24,1,665,669,2,21,0,2500.0,35.9,30,0,0,8.3,Individual,1
20000,60 months,30.99,659.28,G,G5,10+ years,MORTGAGE,28600.0,Not Verified,debt_consolidation,17.64,0,620,624,0,17,0,500.0,11.5,34,1,0,26.3,Individual,1
7500,60 months,27.59,231.67,F,F4,10+ years,RENT,18400.0,Not Verified,debt_consolidation,13.5,0,680,684,0,11,0,600.0,63.5,20,0,0,18.5,Individual,1
30000,60 months,23.6,856.09,E,E4,6 years,RENT,79500.0,Source Verified,debt_consolidation,6.26,0,725,729,0,13,0,1600.0,38.4,20,0,0,5.2,Individual,0
35000,36 months,26.5,1419.51,F,F3,3 years,MORTGAGE,56200.0,Verified,debt_consolidation,16.01,0,660,664,0,12,0,7900.0,79.7,23,4,0,13.4,Individual,0
30000,60 months,30.99,988.92,G,G5,1 year,RENT,48100.0,Source Verified,debt_consolidation,19.25,0,610,614,0,12,0,3800.0,48.0,30,0,0,8.0,Individual,1
12000,36 months,20.5,449.03,E,E1,10+ years,MORTGAGE,39600.0,Not Verified,debt_consolidation,29.94,0,750,754,0,11,0,4200.0,70.0,22,2,0,15.1,Individual,0
5000,36 months,17.89,180.49,D,D3,8 years,RENT,57800.0,Source Verified,debt_consolidation,16.51,0,755,759,1,14,0,5800.0,74.1,32,0,0,14.7,Individual,0
30000,36 months,22.75,1157.39,E,E3,10+ years,RENT,54000.0,Source Verified,debt_consolidation,30.8,0,725,729,1,11,0,5400.0,34.7,24,1,0,14.3,Individual,1
12000,60 months,21.6,328.7,E,E2,6 years,MORTGAGE,35700.0,Source Verified,credit_card,3.85,0,735,739,2,14,1,1100.0,81.9,28,5,1,16.4,Individual,0
35000,60 months,30.36,1140.12,G,G4,10+ years,OWN,38300.0,Not Verified,debt_consolidation,34.29,0,670,674,0,15,0,6000.0,46.0,24,0,0,17.0,Individual,1
35000,36 months,23.4,1362.15,E,E4,3 years,RENT,41200.0,Not Verified,debt_consolidation,24.76,0,705,709,1,13,1,3200.0,62.1,27,0,1,8.0,Individual,1
25000,36 months,24.22,983.71,E,E5,8 years,MORTGAGE,32100.0,Source Verified,debt_consolidation,29.31,0,695,699,0,7,1,5000.0,58.9,25,3,0,21.3,Individual,1
10000,36 months,21.33,378.45,E,E1,5 years,OWN,63200.0,Source Verified,small_business,12.11,1,710,714,1,9,0,8400.0,105.4,17,0,0,22.0,Individual,0
12000,36 months,29.98,509.29,G,G3,10+ years,MORTGAGE,66900.0,Source Verified,credit_card,29.8,0,630,634,0,7,0,7100.0,72.5,17,8,0,14.4,Individual,0
25000,36 months,19.48,922.48,D,D4,10+ years,RENT,71400.0,Verified,debt_consolidation,11.68,0,735,739,1,18,0,1800.0,31.1,32,0,0,19.2,Individual,0
10000,36 months,22.59,384.96,E,E3,10+ years,MORTGAGE,29100.0,Source Verified,credit_card,22.4,0,710,714,0,10,0,1500.0,23.9,21,2,0,14.6,Individual,0
7500,36 months,29.52,316.42,G,G3,10+ years,MORTGAGE,20900.0,Not Verified,debt_consolidation,21.67,1,620,624,0,15,0,2200.0,42.4,25,2,0,12.0,Individual,1
15000,36 months,18.4,545.3,D,D3,2 years,MORTGAGE,70800.0,Not Verified,medical,35.28,0,770,774,0,12,0,8500.0,72.2,22,1,0,15.3,Individual,0
30000,36 months,21.29,1134.72,E,E1,10+ years,RENT,102000.0,Source Verified,debt_consolidation,19.6,0,715,719,2,11,0,11500.0,50.4,23,1,0,18.9,Individual,1
20000,36 months,17.82,721.24,D,D3,10+ years,MORTGAGE,18000.0,Source Verified,debt_consolidation,7.97,0,740,744,3,15,0,500.0,25.4,20,5,0,14.3,Individual,0
15000,60 months,26.76,455.88,F,F3,10+ years,RENT,94900.0,Not Verified,debt_consolidation,24.0,0,710,714,0,10,0,5600.0,26.4,27,0,0,16.2,Individual,0
7500,60 months,29.49,240.31,G,G2,10+ years,RENT,58500.0,Verified,credit_card,16.69,0,655,659,0,15,0,2500.0,26.0,23,0,0,7.3,Individual,1
15000,36 months,23.97,588.26,E,E4,3 years,MORTGAGE,176700.0,Source Verified,debt_consolidation,29.96,0,705,709,0,11,0,16700.0,57.1,27,6,0,5.5,Individual,0
35000,36 months,25.96,1409.43,F,F2,10+ years,MORTGAGE,73000.0,Verified,credit_card,15.23,1,660,664,0,10,0,1600.0,26.6,21,3,0,10.0,Individual,1
7500,60 months,22.92,211.08,E,E3,10+ years,MORTGAGE,18800.0,Source Verified,credit_card,18.77,0,725,729,0,9,0,500.0,28.0,16,1,0,15.9,Individual,1
15000,36 months,28.29,622.81,F,F5,4 years,MORTGAGE,119200.0,Verified,major_purchase,16.3,0,635,639,2,10,0,5600.0,24.6,24,4,0,16.4,Individual,1
25000,36 months,20.46,934.96,D,D5,3 years,MORTGAGE,41300.0,Not Verified,debt_consolidation,16.18,1,710,714,1,13,0,1300.0,26.0,30,5,0,10.2,Individual,0
20000,36 months,23.74,781.93,E,E4,10+ years,OWN,70600.0,Verified,debt_consolidation,28.71,0,705,709,2,11,1,12900.0,73.0,26,0,0,16.6,Individual,1
20000,36 months,20.83,751.76,E,E1,10+ years,MORTGAGE,62700.0,Not Verified,credit_card,26.78,0,730,734,0,16,0,4800.0,89.6,21,3,0,15.9,Individual,0
20000,36 months,28.92,837.24,G,G1,5 years,MORTGAGE,74000.0,Source Verified,other,10.31,0,615,619,0,15,0,2800.0,47.9,24,3,0,19.4,Individual,1
12000,36 months,20.9,451.48,E,E1,10+ years,MORTGAGE,139800.0,Verified,home_improvement,15.75,0,720,724,2,8,0,10400.0,84.0,21,2,0,20.2,Individual,0
10000,60 months,30.46,326.37,G,G4,10+ years,MORTGAGE,62600.0,Not Verified,small_business,26.93,0,665,669,1,9,0,17200.0,94.6,17,6,0,14.1,Individual,1
25000,36 months,27.64,1029.23,F,F4,10+ years,OWN,138700.0,Verified,debt_consolidation,24.27,0,655,659,0,11,0,17500.0,64.3,22,0,0,20.4,Individual,0
25000,36 months,29.23,1050.77,G,G2,2 years,RENT,44500.0,Not Verified,credit_card,23.13,0,640,644,0,11,0,4700.0,39.1,23,1,0,22.0,Individual,1
25000,36 months,27.46,1026.81,F,F4,10+ years,MORTGAGE,67700.0,Verified,debt_consolidation,26.08,0,660,664,0,16,0,9600.0,69.6,29,4,0,12.3,Individual,1
30000,36 months,29.14,1259.46,G,G2,1 year,MORTGAGE,130500.0,Not Verified,debt_consolidation,26.76,0,645,649,3,10,0,31700.0,110.8,20,2,0,10.3,Individual,1
15000,36 months,21.86,571.77,E,E2,10+ years,RENT,69300.0,Verified,debt_consolidation,17.49,1,715,719,0,9,0,2300.0,28.0,18,0,0,6.4,Individual,0
15000,36 months,21.61,569.83,E,E2,9 years,MORTGAGE,125900.0,Verified,debt_consolidation,17.41,0,705,709,1,12,0,8300.0,61.1,25,2,0,17.5,Individual,0
25000,36 months,28.73,1043.97,G,G1,5 years,MORTGAGE,43100.0,Source Verified,small_business,24.34,0,630,634,1,8,0,3300.0,63.8,16,4,0,18.0,Individual,1
20000,36 months,25.77,803.36,F,F2,9 years,RENT,53000.0,Verified,debt_consolidation,28.71,0,685,689,0,12,1,5200.0,54.1,25,0,1,21.4,Individual,1
20000,36 months,23.62,780.67,E,E4,1 year,MORTGAGE,109800.0,Verified,debt_consolidation,24.52,0,700,704,1,13,1,12200.0,53.0,31,4,0,11.4,Individual,1
25000,36 months,18.6,911.35,D,D3,9 years,RENT,115400.0,Verified,debt_consolidation,12.32,0,745,749,1,9,0,6800.0,47.7,20,0,0,15.5,Individual,0
30000,36 months,24.53,1185.35,E,E5,10+ years,RENT,100300.0,Verified,other,17.42,0,680,684,0,15,0,8100.0,71.6,22,1,0,13.2,Individual,0
10000,36 months,25.22,398.76,F,F1,< 1 year,MORTGAGE,96800.0,Not Verified,debt_consolidation,22.55,0,675,679,1,8,0,8700.0,61.0,24,6,0,11.6,Individual,0
12000,36 months,24.08,471.3,E,E4,< 1 year,RENT,67300.0,Source Verified,small_business,33.49,0,710,714,0,17,0,11000.0,57.9,26,0,0,16.4,Individual,0
7500,36 months,23.25,291.3,E,E4,2 years,MORTGAGE,32100.0,Source Verified,debt_consolidation,27.36,0,710,714,0,8,0,4700.0,71.2,12,2,0,20.4,Individual,0
15000,36 months,20.45,560.9,D,D5,3 years,RENT,42700.0,Not Verified,debt_consolidation,7.77,0,715,719,0,13,0,2200.0,70.6,18,1,0,18.8,Individual,0
5000,36 months,20.66,187.5,E,E1,< 1 year,MORTGAGE,36500.0,Not Verified,debt_consolidation,15.97,0,720,724,0,8,0,1000.0,45.1,19,4,0,29.3,Individual,0
12000,36 months,25.28,478.9,F,F1,10+ years,OWN,106600.0,Verified,credit_card,20.83,0,675,679,3,13,0,12300.0,65.4,21,0,0,17.8,Individual,0
15000,36 months,29.08,629.24,G,G2,< 1 year,MORTGAGE,34300.0,Verified,credit_card,27.8,0,645,649,0,8,0,5300.0,68.7,23,2,0,19.9,Individual,1
10000,36 months,25.79,401.79,F,F2,5 years,RENT,18000.0,Source Verified,debt_consolidation,21.04,2,675,679,0,16,0,2900.0,115.0,28,0,0,21.1,Individual,1
15000,36 months,18.9,549.08,D,D4,6 years,RENT,68000.0,Source Verified,debt_consolidation,15.16,0,745,749,0,12,1,1800.0,32.6,27,0,0,12.5,Individual,0
5000,60 months,28.2,156.28,F,F5,10+ years,RENT,63400.0,Source Verified,debt_consolidation,24.01,0,690,694,1,8,0,2200.0,17.2,16,0,0,8.9,Individual,0
5000,36 months,18.21,181.29,D,D3,4 years,MORTGAGE,84300.0,Not Verified,debt_consolidation,18.39,0,755,759,0,16,0,6800.0,68.3,28,5,0,23.6,Individual,0
25000,36 months,24.99,993.86,E,E5,10+ years,MORTGAGE,99900.0,Not Verified,debt_consolidation,21.35,0,675,679,1,12,1,8300.0,42.4,22,1,1,10.1,Individual,1
12000,36 months,22.74,462.89,E,E3,4 years,RENT,60200.0,Verified,other,19.49,0,705,709,1,13,0,3700.0,51.3,27,0,0,15.2,Individual,0
7500,36 months,18.7,273.78,D,D3,< 1 year,MORTGAGE,48300.0,Verified,credit_card,22.65,0,755,759,0,12,2,3000.0,47.9,19,7,2,11.4,Individual,0
15000,36 months,24.04,588.81,E,E4,10+ years,OWN,58600.0,Verified,debt_consolidation,19.48,0,685,689,1,5,0,900.0,26.3,19,0,0,21.8,Individual,0
20000,60 months,27.91,621.63,F,F5,10+ years,MORTGAGE,70400.0,Source Verified,debt_consolidation,14.98,0,680,684,1,19,0,4600.0,61.1,30,3,0,10.4,Individual,1
10000,36 months,20.41,373.73,D,D5,10+ years,RENT,46500.0,Source Verified,debt_consolidation,16.6,0,720,724,0,12,1,500.0,7.1,19,1,1,34.1,Individual,0
15000,36 months,21.96,572.55,E,E2,10+ years,RENT,45500.0,Not Verified,debt_consolidation,10.69,0,695,699,0,13,0,1100.0,19.4,29,0,0,16.6,Individual,0
7500,36 months,24.42,295.9,E,E5,< 1 year,OWN,110900.0,Source Verified,debt_consolidation,28.17,0,700,704,0,9,1,18000.0,57.3,17,0,1,13.0,Individual,0
5000,36 months,19.63,184.88,D,D5,4 years,MORTGAGE,72500.0,Source Verified,debt_consolidation,28.71,1,750,754,1,19,0,500.0,0.5,28,1,0,19.3,Individual,0
15000,60 months,21.45,409.61,E,E2,1 year,OWN,42100.0,Not Verified,credit_card,14.37,0,750,754,0,17,0,2900.0,84.9,22,0,0,19.4,Individual,0
15000,36 months,26.59,609.08,F,F3,10+ years,MORTGAGE,45100.0,Verified,debt_consolidation,15.99,0,660,664,0,9,0,2600.0,33.4,23,4,0,25.1,Individual,0
15000,36 months,22.7,578.3,E,E3,6 years,RENT,65300.0,Not Verified,debt_consolidation,3.54,0,685,689,0,9,0,500.0,12.1,14,0,0,22.8,Individual,0
20000,36 months,21.27,756.28,E,E1,10+ years,MORTGAGE,24800.0,Verified,debt_consolidation,23.51,1,725,729,0,10,0,2000.0,31.2,22,4,0,15.9,Individual,0
35000,60 months,29.13,1113.74,G,G2,2 years,MORTGAGE,70600.0,Not Verified,credit_card,17.69,0,660,664,4,16,0,2500.0,30.7,27,2,0,15.1,Individual,1
15000,36 months,20.6,562.05,E,E1,1 year,RENT,58000.0,Not Verified,debt_consolidation,11.13,0,715,719,0,13,0,1200.0,41.9,21,0,0,7.4,Individual,0
